visible_min,visible_max,visible_mean,visible_mean_distribution,visible_contrast,visible_second_angular_momentum,visible_entropy,IR_min,IR_max,IR_mean,log_asm,entropy_x_contrast,IR_range,IR_norm_range,class
10.0,157.0,43.8516,0.0685,601.9667,0.0322,3.6796,187.0,245.0,226.3281,-3.435789,2214.996669,58.0,0.256265,0
11.0,153.0,54.9297,0.0918,880.5958,0.0237,3.9148,184.0,243.0,220.7422,-3.74228,3447.356438,59.0,0.26728,0
6.0,174.0,34.1484,0.0523,462.7125,0.0486,3.4084,172.0,247.0,230.8672,-3.024132,1577.109285,75.0,0.324862,0
6.0,89.0,20.875,0.0312,151.1625,0.0756,3.0173,206.0,247.0,236.9727,-2.582299,456.102611,41.0,0.173016,0
9.0,146.0,42.0742,0.0545,394.7584,0.0392,3.4879,182.0,243.0,222.9844,-3.239079,1376.877823,61.0,0.273562,0
4.0,255.0,75.4414,0.1608,2980.2209,0.0164,4.3005,166.0,245.0,210.7773,-4.110474,12816.43998,79.0,0.374803,0
9.0,222.0,69.2031,0.137,2114.1338,0.0185,4.2114,171.0,245.0,213.7188,-3.989985,8903.463085,74.0,0.346249,0
5.0,216.0,67.8633,0.1121,1719.0831,0.0259,3.9728,170.0,245.0,215.2891,-3.653512,6829.57334,75.0,0.348369,0
6.0,252.0,78.7188,0.1208,1733.3667,0.0199,4.1145,166.0,242.0,207.7383,-3.917036,7131.937287,76.0,0.365845,0
5.0,181.0,41.5859,0.0667,538.9625,0.0319,3.671,174.0,242.0,222.3984,-3.445149,1978.531337,68.0,0.305758,0
7.0,197.0,61.2773,0.1014,1230.9792,0.0223,3.9977,170.0,241.0,211.6953,-3.803169,4921.085548,71.0,0.335388,0
5.0,201.0,47.6406,0.099,1189.8625,0.0228,3.9915,172.0,243.0,218.9922,-3.780995,4749.336169,71.0,0.324212,0
4.0,182.0,58.0781,0.1229,1744.071,0.0202,4.1331,170.0,248.0,218.2344,-3.902073,7208.41985,78.0,0.357414,0
3.0,185.0,45.8633,0.0916,1339.0625,0.0382,3.8033,169.0,249.0,226.4961,-3.26492,5092.856406,80.0,0.353207,0
2.0,214.0,32.957,0.0554,636.8,0.0981,3.1897,164.0,252.0,233.6875,-2.321768,2031.20096,88.0,0.376571,0
3.0,102.0,11.3555,0.0317,205.2834,0.0857,2.9277,209.0,250.0,245.2969,-2.456902,601.00821,41.0,0.167144,0
3.0,157.0,33.0313,0.0848,941.4208,0.0254,3.8871,184.0,251.0,234.5391,-3.673006,3659.396792,67.0,0.285667,0
4.0,178.0,40.0313,0.0928,1149.9417,0.0261,3.8973,170.0,249.0,231.2031,-3.64582,4481.667787,79.0,0.341691,0
4.0,123.0,14.3477,0.0291,192.7125,0.1109,2.7761,187.0,250.0,243.6172,-2.199126,534.989171,63.0,0.258602,0
4.0,146.0,23.6484,0.0569,513.575,0.0432,3.47,185.0,250.0,237.8672,-3.141915,1782.10525,65.0,0.273262,0
4.0,133.0,25.75,0.044,305.975,0.0509,3.3119,178.0,250.0,235.8633,-2.977892,1013.358603,72.0,0.305262,0
4.0,121.0,19.6211,0.0302,158.7042,0.0855,2.9024,189.0,250.0,238.8281,-2.459239,460.62307,61.0,0.255414,0
6.0,136.0,31.125,0.046,284.6208,0.045,3.3841,188.0,247.0,232.8906,-3.101093,963.185249,59.0,0.253338,0
6.0,150.0,32.8086,0.0588,476.4333,0.0394,3.5282,184.0,248.0,232.2539,-3.233989,1680.951969,64.0,0.27556,0
9.0,152.0,61.0195,0.0883,798.5416,0.0244,3.8679,177.0,246.0,215.4141,-3.713172,3088.679055,69.0,0.320313,0
10.0,124.0,49.6211,0.0696,507.3792,0.0286,3.7099,184.0,242.0,216.832,-3.554349,1882.326094,58.0,0.267488,0
8.0,166.0,49.8047,0.0771,708.3999,0.0266,3.8012,175.0,246.0,222.2891,-3.626844,2692.7697,71.0,0.319404,0
7.0,141.0,52.1211,0.0878,828.8542,0.0235,3.9121,186.0,247.0,220.4844,-3.750755,3242.560516,61.0,0.276664,0
7.0,150.0,45.6445,0.0769,662.1374,0.0272,3.7946,183.0,247.0,225.0195,-3.604538,2512.546578,64.0,0.28442,0
12.0,151.0,73.7461,0.0887,793.2791,0.0236,3.8982,180.0,242.0,210.1367,-3.746509,3092.360588,62.0,0.295046,0
10.0,144.0,59.6563,0.0733,566.8209,0.0274,3.7527,180.0,243.0,216.4922,-3.597212,2127.108791,63.0,0.291004,0
13.0,162.0,73.3984,0.0909,835.75,0.0232,3.9257,179.0,243.0,210.3008,-3.763603,3280.903775,64.0,0.304326,0
17.0,159.0,80.0039,0.0889,837.4585,0.0226,3.9261,172.0,240.0,207.0781,-3.789805,3287.945817,68.0,0.328379,0
7.0,142.0,39.0781,0.0638,509.2417,0.0321,3.6845,185.0,246.0,227.8516,-3.438899,1876.301044,61.0,0.267718,0
6.0,46.0,11.4844,0.0139,34.3542,0.1417,2.3308,226.0,246.0,242.5742,-1.954043,80.072769,20.0,0.082449,0
7.0,95.0,32.1641,0.0488,283.75,0.0391,3.4242,195.0,245.0,229.7852,-3.241633,971.61675,50.0,0.217595,0
9.0,156.0,52.4375,0.0576,396.8709,0.0358,3.5404,172.0,243.0,217.9063,-3.329807,1405.081734,71.0,0.325828,0
1.0,55.0,4.7695,0.013,57.8125,0.2598,1.9573,220.0,249.0,246.5273,-1.347843,113.156406,29.0,0.117634,0
1.0,167.0,10.0195,0.0222,254.6292,0.3353,1.8188,186.0,249.0,244.7969,-1.09273,463.119589,63.0,0.257356,0
2.0,185.0,18.1641,0.0378,654.4459,0.2575,2.1963,173.0,249.0,239.7891,-1.356736,1437.35953,76.0,0.316945,0
2.0,199.0,42.4883,0.0694,1214.4458,0.138,3.0202,168.0,248.0,229.2031,-1.980502,3667.869205,80.0,0.349035,0
2.0,247.0,76.5078,0.1079,2089.8503,0.0884,3.547,166.0,247.0,214.0273,-2.425883,7412.699014,81.0,0.378456,0
3.0,242.0,74.9219,0.1351,2161.2749,0.0174,4.2504,170.0,246.0,210.6328,-4.051285,9186.282835,76.0,0.360817,0
3.0,214.0,94.4102,0.1502,2301.396,0.0161,4.2877,168.0,247.0,202.5234,-4.128936,9867.695629,79.0,0.390078,0
8.0,175.0,71.9766,0.1119,1335.6748,0.02,4.0891,172.0,243.0,209.1016,-3.912023,5461.707825,71.0,0.339548,0
3.0,132.0,54.2813,0.1024,1131.3667,0.02,4.0625,180.0,249.0,217.293,-3.912023,4596.177219,69.0,0.317544,0
3.0,162.0,24.4688,0.0511,379.8292,0.0421,3.4373,180.0,250.0,236.293,-3.167708,1305.586909,70.0,0.296242,0
4.0,102.0,33.6484,0.0746,647.6917,0.0286,3.736,200.0,250.0,232.5352,-3.554349,2419.776191,50.0,0.215021,0
4.0,117.0,28.9336,0.0627,494.3541,0.0345,3.6155,200.0,250.0,234.6602,-3.366796,1787.337249,50.0,0.213074,0
7.0,200.0,57.082,0.1108,1404.3376,0.0211,4.0353,172.0,246.0,221.125,-3.858482,5666.923517,74.0,0.334652,0
5.0,175.0,55.2227,0.1108,1388.7749,0.0192,4.0911,174.0,249.0,222.1836,-3.952845,5681.616993,75.0,0.337559,0
4.0,216.0,68.3242,0.1225,1737.3627,0.0191,4.1546,166.0,250.0,216.9961,-3.958067,7218.047073,84.0,0.387104,0
5.0,209.0,66.9805,0.1249,1725.6503,0.0186,4.2001,166.0,249.0,215.8789,-3.984594,7247.903825,83.0,0.384475,0
8.0,151.0,56.2578,0.0868,806.4582,0.0251,3.8819,183.0,246.0,220.2305,-3.684887,3130.590087,63.0,0.286064,0
12.0,200.0,84.4102,0.1008,1077.6417,0.0211,4.007,168.0,244.0,207.1719,-3.858482,4318.110292,76.0,0.366845,0
9.0,232.0,62.6328,0.1021,1285.1292,0.0237,3.9613,170.0,246.0,218.3047,-3.74228,5090.7823,76.0,0.348137,0
8.0,239.0,106.0078,0.1299,1770.6416,0.018,4.187,165.0,247.0,199.2969,-4.017384,7413.676379,82.0,0.411446,0
20.0,250.0,130.4609,0.1224,1437.5668,0.0176,4.1617,164.0,236.0,184.6328,-4.039856,5982.721752,72.0,0.389963,0
18.0,212.0,98.7695,0.1092,1211.0083,0.019,4.097,166.0,240.0,196.5781,-3.963316,4961.501005,74.0,0.376441,0
17.0,184.0,88.2148,0.0995,1047.5167,0.0214,4.0047,165.0,236.0,199.2109,-3.844364,4194.990128,71.0,0.356406,0
16.0,172.0,76.2656,0.112,1245.8335,0.0191,4.102,174.0,241.0,209.5664,-3.958067,5110.409017,67.0,0.319708,0
10.0,193.0,62.1367,0.0918,901.1542,0.0226,3.9537,174.0,243.0,216.3828,-3.789805,3562.893361,69.0,0.318879,0
8.0,139.0,46.6641,0.0711,572.875,0.0284,3.7283,182.0,245.0,223.1406,-3.561366,2135.849862,63.0,0.282333,0
9.0,140.0,48.5117,0.0692,538.8292,0.0308,3.7134,185.0,244.0,223.6445,-3.480241,2000.888351,59.0,0.263812,0
9.0,140.0,42.0078,0.0749,671.3083,0.0273,3.8057,173.0,245.0,226.2969,-3.600869,2554.797997,72.0,0.318166,0
7.0,70.0,15.1484,0.0201,62.2292,0.0996,2.624,216.0,247.0,241.332,-2.306593,163.289421,31.0,0.128454,0
7.0,95.0,26.582,0.0404,237.7333,0.0532,3.2457,196.0,246.0,233.4375,-2.933697,771.610972,50.0,0.21419,0
7.0,72.0,15.8477,0.019,73.6167,0.129,2.5177,210.0,245.0,239.6445,-2.047943,185.344766,35.0,0.14605,0
9.0,93.0,27.9414,0.0437,219.425,0.0438,3.3285,202.0,243.0,231.6133,-3.128121,730.356112,41.0,0.177019,0
1.0,65.0,7.1328,0.0211,99.3042,0.1341,2.5457,219.0,249.0,244.8516,-2.009169,252.798702,30.0,0.122523,0
1.0,61.0,7.2578,0.0205,63.2875,0.0926,2.6909,217.0,249.0,244.8359,-2.379466,170.300334,32.0,0.1307,0
1.0,82.0,12.5703,0.034,183.2458,0.065,3.0501,209.0,247.0,240.6484,-2.733368,558.918015,38.0,0.157907,0
1.0,59.0,7.1445,0.0215,116.2792,0.1976,2.3938,222.0,249.0,244.4258,-1.62151,278.349149,27.0,0.110463,0
1.0,8.0,2.0742,0.0016,1.0417,0.5978,0.7845,242.0,247.0,245.3242,-0.514499,0.817214,5.0,0.020381,0
1.0,36.0,3.3633,0.0058,16.5917,0.5305,1.2302,231.0,249.0,245.9766,-0.633935,20.411109,18.0,0.073178,0
2.0,111.0,7.0898,0.0171,136.7458,0.265,2.0251,212.0,250.0,246.3906,-1.328025,276.92392,38.0,0.154227,0
2.0,196.0,32.7188,0.088,1245.0417,0.0296,3.8102,176.0,250.0,234.0039,-3.519981,4743.857885,74.0,0.316234,0
3.0,195.0,53.4414,0.1314,2067.6294,0.0191,4.1857,168.0,250.0,223.6133,-3.958067,8654.47638,82.0,0.366704,0
3.0,204.0,61.6836,0.1507,2519.9666,0.0169,4.2679,174.0,249.0,220.8438,-4.080442,10754.965452,75.0,0.339607,0
6.0,208.0,73.2266,0.1422,2191.6042,0.0156,4.3501,171.0,247.0,215.0234,-4.160484,9533.69743,76.0,0.35345,0
4.0,181.0,63.0039,0.1054,1241.3625,0.0206,4.0741,175.0,249.0,217.7305,-3.882464,5057.434961,74.0,0.33987,0
4.0,178.0,55.2109,0.1271,1803.3083,0.0187,4.1941,178.0,250.0,222.4883,-3.979232,7563.255341,72.0,0.323613,0
3.0,121.0,24.2266,0.0734,844.8792,0.0359,3.7041,185.0,252.0,239.0977,-3.327018,3129.517045,67.0,0.28022,0
4.0,128.0,28.625,0.0523,342.7875,0.0392,3.4824,194.0,250.0,235.543,-3.239079,1193.72319,56.0,0.237749,0
5.0,144.0,40.5039,0.0909,1054.0376,0.0253,3.9303,193.0,249.0,230.0742,-3.676951,4142.683979,56.0,0.2434,0
5.0,240.0,72.793,0.143,2208.5168,0.0177,4.2344,168.0,249.0,216.6797,-4.034191,9351.743538,81.0,0.373824,0
7.0,233.0,91.1367,0.1523,2450.5249,0.0147,4.3828,166.0,247.0,206.3242,-4.219908,10740.160532,81.0,0.392586,0
5.0,182.0,45.6875,0.0903,945.5792,0.0245,3.9133,169.0,249.0,225.5938,-3.709082,3700.335083,80.0,0.35462,0
3.0,153.0,19.6758,0.0403,316.5042,0.0769,3.075,180.0,251.0,240.8477,-2.565249,973.250415,71.0,0.294792,0
3.0,238.0,34.0313,0.0519,627.95,0.0911,3.1381,164.0,251.0,235.7773,-2.395797,1970.569895,87.0,0.368992,0
4.0,222.0,60.9844,0.0957,1504.2086,0.0684,3.5766,166.0,250.0,222.1797,-2.682382,5379.952479,84.0,0.378072,0
5.0,236.0,62.5977,0.0918,1275.3168,0.0333,3.8701,165.0,250.0,221.168,-3.402198,4935.603548,85.0,0.384323,0
7.0,181.0,70.9805,0.1202,1538.3751,0.0181,4.1685,175.0,248.0,212.7656,-4.011843,6412.716604,73.0,0.343101,0
6.0,157.0,53.3086,0.1049,1196.0625,0.0231,3.9643,178.0,247.0,220.5,-3.767923,4741.550569,69.0,0.312925,0
6.0,160.0,33.9609,0.0662,720.7917,0.0448,3.5435,177.0,247.0,231.5508,-3.105547,2554.125389,70.0,0.302309,0
7.0,162.0,61.1367,0.0991,1058.4084,0.0233,3.9605,176.0,246.0,218.5977,-3.759302,4191.826468,70.0,0.320223,0
8.0,160.0,55.7695,0.0852,873.3625,0.0273,3.8507,178.0,245.0,218.6875,-3.600869,3363.056979,67.0,0.306373,0
7.0,122.0,29.9023,0.0601,441.9375,0.0378,3.5419,197.0,246.0,232.6328,-3.275446,1565.298431,49.0,0.210632,0
6.0,123.0,19.9219,0.0364,200.7167,0.061,3.1068,196.0,247.0,238.332,-2.796881,623.586644,51.0,0.213987,0
7.0,117.0,23.6133,0.0404,268.2166,0.0581,3.2199,192.0,246.0,236.4453,-2.84559,863.63063,54.0,0.228383,0
7.0,125.0,48.7578,0.0697,578.5251,0.0281,3.7796,191.0,243.0,221.957,-3.571986,2186.593468,52.0,0.23428,0
3.0,84.0,21.125,0.0472,275.275,0.0455,3.3735,204.0,249.0,237.3398,-3.090043,928.640212,45.0,0.189602,0
3.0,110.0,28.8945,0.0679,562.1083,0.0315,3.696,202.0,250.0,236.3984,-3.457768,2077.552277,48.0,0.203047,0
3.0,107.0,20.918,0.0553,427.6792,0.0407,3.4887,203.0,249.0,238.6797,-3.201527,1492.044425,46.0,0.192727,0
2.0,87.0,17.0938,0.0486,355.2625,0.0544,3.3643,207.0,247.0,238.25,-2.911391,1195.209629,40.0,0.167891,0
2.0,155.0,19.4258,0.0509,433.0292,0.0464,3.3913,192.0,246.0,235.8711,-3.070456,1468.531926,54.0,0.228939,0
2.0,194.0,43.7109,0.1003,1282.8085,0.0255,3.939,180.0,248.0,225.5625,-3.669077,5052.982682,68.0,0.301469,0
3.0,177.0,43.0898,0.1078,1329.1333,0.0207,4.0559,184.0,250.0,227.4492,-3.877622,5390.831751,66.0,0.290175,0
3.0,135.0,27.7188,0.0744,702.6166,0.0311,3.7258,188.0,250.0,235.6602,-3.470547,2617.808928,62.0,0.263091,0
2.0,93.0,15.6523,0.0453,326.0833,0.0637,3.2452,205.0,249.0,241.0391,-2.753571,1058.205525,44.0,0.182543,0
2.0,63.0,5.0859,0.0097,47.8208,0.3764,1.6109,220.0,249.0,246.8516,-0.977103,77.034527,29.0,0.117479,0
2.0,76.0,8.3086,0.0208,123.5,0.1797,2.356,218.0,250.0,245.7539,-1.716466,290.966,32.0,0.130212,0
2.0,144.0,25.9063,0.0781,912.625,0.0351,3.7189,189.0,251.0,238.3047,-3.349554,3393.961112,62.0,0.260171,0
4.0,148.0,27.8398,0.0778,748.8,0.0278,3.7819,189.0,251.0,237.668,-3.582719,2831.88672,62.0,0.260868,0
3.0,93.0,15.2617,0.0366,214.025,0.0626,3.126,209.0,252.0,244.2734,-2.77099,669.04215,43.0,0.176032,0
7.0,202.0,75.7305,0.1179,1558.2792,0.0197,4.1146,172.0,247.0,214.5078,-3.927137,6411.695596,75.0,0.349638,0
14.0,172.0,77.3281,0.1099,1255.7084,0.0194,4.0926,178.0,243.0,208.0625,-3.942482,5139.112198,65.0,0.312406,0
3.0,135.0,27.293,0.0681,659.5043,0.0403,3.6024,185.0,250.0,235.8516,-3.211404,2375.79829,65.0,0.275597,0
3.0,57.0,7.3477,0.0147,67.3208,0.2262,2.11,217.0,252.0,247.5938,-1.486336,142.046888,35.0,0.141361,0
3.0,136.0,16.6445,0.0423,317.1708,0.0553,3.2298,189.0,251.0,242.1953,-2.894982,1024.39825,62.0,0.255992,0
3.0,94.0,11.5547,0.031,236.9792,0.1423,2.7085,205.0,251.0,245.1797,-1.949818,641.858163,46.0,0.187617,0
3.0,30.0,5.0273,0.0038,7.1375,0.5217,1.1414,234.0,251.0,248.9492,-0.650663,8.146742,17.0,0.068287,0
4.0,212.0,33.7031,0.0681,742.6375,0.0412,3.6222,174.0,250.0,233.668,-3.189317,2689.981552,76.0,0.325248,0
9.0,183.0,69.7891,0.1383,1951.8292,0.0167,4.2718,176.0,249.0,214.7227,-4.092347,8337.823977,73.0,0.339973,0
5.0,176.0,53.1094,0.0987,1288.9708,0.0249,3.9939,168.0,251.0,223.2227,-3.692887,5148.020478,83.0,0.371826,0
5.0,187.0,41.5664,0.0793,893.1374,0.0316,3.7545,178.0,250.0,226.4102,-3.454598,3353.284368,72.0,0.318007,0
6.0,153.0,33.4023,0.0601,458.5625,0.0359,3.5863,184.0,245.0,229.9297,-3.327018,1644.542694,61.0,0.265298,0
9.0,182.0,61.3516,0.089,958.3293,0.0239,3.9355,172.0,244.0,216.3828,-3.733877,3771.50496,72.0,0.332744,0
11.0,152.0,66.7578,0.1063,1139.9873,0.0205,4.0568,178.0,242.0,212.2383,-3.88733,4624.700479,64.0,0.301548,0
8.0,144.0,57.7969,0.0894,849.5167,0.0241,3.9295,182.0,245.0,216.5,-3.725543,3338.175873,63.0,0.290993,0
8.0,116.0,38.3242,0.0735,582.7875,0.0275,3.7551,186.0,245.0,227.1836,-3.593569,2188.425341,59.0,0.259702,0
6.0,98.0,24.5,0.0446,270.9333,0.049,3.3318,198.0,246.0,234.2578,-3.015935,902.695569,48.0,0.204902,0
6.0,95.0,15.668,0.0289,165.0375,0.1069,2.8121,207.0,245.0,239.5234,-2.235861,464.101954,38.0,0.158648,0
1.0,161.0,23.9258,0.0638,770.4333,0.0694,3.3835,193.0,249.0,237.6523,-2.667868,2606.761071,56.0,0.235638,0
1.0,119.0,12.5313,0.0388,342.2917,0.101,2.9631,198.0,251.0,243.6484,-2.292635,1014.244536,53.0,0.217527,0
1.0,93.0,9.2109,0.0227,155.1459,0.2185,2.3429,209.0,253.0,247.1172,-1.520969,363.491329,44.0,0.178053,0
1.0,56.0,6.1016,0.0153,62.2333,0.2167,2.1566,219.0,253.0,248.6328,-1.529241,134.212335,34.0,0.136748,0
1.0,111.0,7.7891,0.0233,161.8334,0.1637,2.4469,204.0,252.0,244.8633,-1.80972,395.990146,48.0,0.196028,0
1.0,164.0,9.1016,0.0239,398.3125,0.4696,1.4957,186.0,250.0,243.6953,-0.755874,595.756006,64.0,0.262623,0
1.0,174.0,11.0586,0.0283,369.9334,0.355,1.9013,189.0,249.0,242.8008,-1.035637,703.354373,60.0,0.247116,0
1.0,63.0,12.1055,0.0347,209.3375,0.1047,2.909,217.0,249.0,242.3125,-2.256656,608.962788,32.0,0.132061,0
2.0,88.0,12.2461,0.0387,223.15,0.0549,3.211,210.0,249.0,242.2148,-2.902242,716.53465,39.0,0.161014,0
2.0,137.0,15.7031,0.0462,425.9,0.0733,3.2283,193.0,250.0,241.8203,-2.613195,1374.93297,57.0,0.235712,0
2.0,120.0,16.082,0.0413,392.1208,0.0961,2.9945,204.0,250.0,242.0039,-2.342366,1174.205736,46.0,0.19008,0
2.0,138.0,11.6367,0.0341,324.4042,0.1301,2.7233,192.0,253.0,245.9063,-2.039452,883.449958,61.0,0.248062,0
2.0,134.0,28.7266,0.0757,890.6625,0.0404,3.6631,195.0,253.0,238.8633,-3.208925,3262.585804,58.0,0.242817,0
4.0,167.0,44.7031,0.1062,1240.8461,0.02,4.1059,190.0,251.0,230.3828,-3.912023,5094.790002,61.0,0.264777,0
3.0,150.0,21.4063,0.053,568.5167,0.0568,3.3348,199.0,253.0,242.2344,-2.868219,1895.889491,54.0,0.222925,0
7.0,181.0,64.7969,0.1313,1734.2708,0.0166,4.2312,186.0,247.0,218.4766,-4.098353,7338.046609,61.0,0.279206,0
4.0,128.0,47.9063,0.1091,1190.9208,0.0191,4.1003,184.0,251.0,225.2305,-3.958067,4883.132556,67.0,0.297473,0
3.0,95.0,16.8359,0.0444,318.5291,0.0528,3.3181,204.0,251.0,242.5898,-2.941244,1056.911407,47.0,0.193743,0
3.0,68.0,11.2031,0.0261,120.8208,0.0852,2.8486,212.0,251.0,245.5313,-2.462754,344.170131,39.0,0.158839,0
3.0,118.0,15.9219,0.0286,178.0208,0.154,2.653,193.0,251.0,242.7695,-1.870803,472.289182,58.0,0.23891,0
3.0,166.0,37.1094,0.0631,666.2458,0.0618,3.4321,182.0,251.0,232.4297,-2.783852,2286.62221,69.0,0.296864,0
5.0,136.0,35.6406,0.0751,732.0626,0.0307,3.7386,186.0,252.0,233.4336,-3.483493,2736.889236,66.0,0.282736,0
4.0,129.0,23.2031,0.0565,539.1459,0.0453,3.4661,193.0,253.0,241.6289,-3.094448,1868.733604,60.0,0.248315,0
5.0,94.0,18.4922,0.045,292.7584,0.0496,3.29,208.0,252.0,243.1445,-3.003764,963.175136,44.0,0.180962,0
5.0,196.0,48.3164,0.0881,938.0168,0.0248,3.9145,171.0,250.0,223.7461,-3.696912,3671.866764,79.0,0.353079,0
4.0,230.0,69.6602,0.0986,1249.1833,0.029,3.925,166.0,247.0,215.4258,-3.540459,4903.044452,81.0,0.376,0
4.0,227.0,68.0,0.0745,796.3708,0.0485,3.6201,166.0,247.0,215.3984,-3.026191,2882.941933,81.0,0.376047,0
4.0,174.0,38.7656,0.0688,674.7125,0.0364,3.6824,169.0,247.0,227.1992,-3.313187,2484.56131,78.0,0.343311,0
5.0,141.0,34.7695,0.0768,763.825,0.0327,3.7293,186.0,246.0,230.1445,-3.42038,2848.532573,60.0,0.260706,0
5.0,144.0,27.0195,0.0591,538.9,0.0397,3.5521,187.0,246.0,233.1328,-3.226404,1914.22669,59.0,0.253075,0
5.0,131.0,17.207,0.0315,186.675,0.0735,2.9624,181.0,246.0,238.5352,-2.61047,553.00602,65.0,0.272496,0
5.0,141.0,18.6367,0.034,213.5583,0.0718,3.031,193.0,245.0,237.6133,-2.633871,647.295207,52.0,0.218843,0
1.0,41.0,3.4375,0.01,23.2875,0.2269,1.9568,231.0,249.0,246.25,-1.483246,45.56898,18.0,0.073096,0
1.0,30.0,2.6094,0.0068,19.4958,0.3549,1.4974,236.0,250.0,248.3047,-1.035919,29.193011,14.0,0.056382,0
1.0,40.0,3.8828,0.0106,26.125,0.1943,2.0533,232.0,252.0,249.1836,-1.638352,53.642462,20.0,0.080262,0
1.0,40.0,5.1836,0.0146,43.5292,0.148,2.31,230.0,253.0,249.918,-1.910543,100.552452,23.0,0.09203,0
1.0,40.0,6.4922,0.0159,50.575,0.1772,2.3393,234.0,253.0,249.8477,-1.730476,118.310098,19.0,0.076046,0
2.0,94.0,22.1484,0.0447,262.8,0.0462,3.3585,209.0,252.0,240.9336,-3.074775,882.6138,43.0,0.178472,0
2.0,91.0,15.9141,0.0321,168.45,0.0753,3.0113,211.0,252.0,244.2305,-2.586275,507.253485,41.0,0.167874,0
2.0,88.0,10.9102,0.027,130.075,0.0887,2.8226,214.0,252.0,244.0508,-2.422495,367.149695,38.0,0.155705,0
2.0,83.0,6.9492,0.0227,162.1125,0.2214,2.3081,214.0,252.0,246.5508,-1.507784,374.171861,38.0,0.154126,0
2.0,41.0,4.6797,0.0113,28.1583,0.1869,2.0824,233.0,251.0,247.3555,-1.677182,58.636844,18.0,0.07277,0
2.0,30.0,3.543,0.0063,11.3583,0.3118,1.6225,238.0,252.0,249.3086,-1.165393,18.428842,14.0,0.056155,0
2.0,133.0,15.5938,0.0407,397.5209,0.1011,2.9483,199.0,253.0,244.2344,-2.291645,1172.010869,54.0,0.221099,0
3.0,141.0,30.8047,0.0822,835.6542,0.0267,3.8621,195.0,252.0,236.8906,-3.623092,3227.380086,57.0,0.240617,0
2.0,97.0,14.9961,0.0447,313.5833,0.0525,3.3021,206.0,252.0,244.0039,-2.946942,1035.483415,46.0,0.188522,0
2.0,127.0,10.5781,0.026,173.0667,0.105,2.6932,205.0,253.0,247.3906,-2.253795,466.103236,48.0,0.194025,0
2.0,95.0,15.2148,0.0368,258.8583,0.0902,3.0224,209.0,253.0,244.6836,-2.405726,782.373326,44.0,0.179824,0
2.0,120.0,16.4102,0.0423,397.775,0.0975,3.0454,192.0,252.0,243.8945,-2.327903,1211.383985,60.0,0.246008,0
2.0,113.0,21.1641,0.0552,559.5083,0.099,3.1832,200.0,253.0,242.1406,-2.312635,1781.026821,53.0,0.218881,0
3.0,104.0,21.1367,0.0529,365.7626,0.0392,3.502,201.0,252.0,241.2969,-3.239079,1280.900625,51.0,0.211358,0
3.0,204.0,40.9727,0.0838,1008.8375,0.0294,3.817,175.0,252.0,231.5898,-3.526761,3850.732738,77.0,0.332484,0
3.0,203.0,52.6992,0.0741,917.8332,0.0527,3.5812,173.0,254.0,226.7539,-2.94314,3286.944256,81.0,0.357215,0
4.0,178.0,50.5742,0.0816,763.6292,0.0245,3.8955,180.0,252.0,226.3555,-3.709082,2974.717549,72.0,0.318084,0
5.0,195.0,38.8633,0.0776,757.7209,0.0263,3.8423,182.0,252.0,232.5898,-3.638186,2911.391014,70.0,0.300959,0
5.0,169.0,54.0313,0.1016,1303.7709,0.0224,4.0419,176.0,252.0,225.3438,-3.798694,5269.711601,76.0,0.337262,0
4.0,164.0,19.543,0.0506,421.3917,0.0517,3.3804,183.0,249.0,239.1758,-2.962297,1424.472503,66.0,0.275948,0
3.0,37.0,5.0547,0.006,16.2542,0.3866,1.4387,230.0,249.0,247.0469,-0.950365,23.384918,19.0,0.076908,0
4.0,70.0,8.3281,0.0155,68.4583,0.2043,2.2059,217.0,247.0,244.5469,-1.588166,151.012164,30.0,0.122676,0
4.0,56.0,8.1367,0.0125,41.0417,0.2101,2.1007,217.0,247.0,244.3125,-1.560172,86.216299,30.0,0.122794,0
4.0,28.0,5.8438,0.0053,7.1333,0.3057,1.5227,234.0,247.0,245.4063,-1.185151,10.861876,13.0,0.052973,0
4.0,24.0,5.332,0.0037,4.3083,0.3931,1.2993,235.0,247.0,245.4297,-0.933691,5.597774,12.0,0.048894,0
4.0,24.0,5.7656,0.0034,4.725,0.474,1.1576,236.0,246.0,244.8125,-0.746548,5.46966,10.0,0.040848,0
5.0,23.0,7.0664,0.0062,8.1,0.2775,1.677,234.0,245.0,243.4844,-1.281934,13.5837,11.0,0.045177,0
1.0,66.0,9.3008,0.0309,145.0542,0.074,2.9974,225.0,250.0,244.6641,-2.60369,434.785459,25.0,0.102181,0
1.0,58.0,9.5625,0.0328,158.4333,0.0648,3.0717,224.0,250.0,245.9805,-2.73645,486.659568,26.0,0.105699,0
1.0,45.0,7.3477,0.0195,64.1542,0.1056,2.6182,232.0,252.0,248.3164,-2.248097,167.968526,20.0,0.080542,0
2.0,81.0,11.6523,0.0305,137.7875,0.0661,3.024,220.0,252.0,246.8203,-2.716587,416.6694,32.0,0.129649,0
2.0,95.0,18.3789,0.0427,249.25,0.0482,3.2689,209.0,253.0,243.9805,-3.032396,814.773325,44.0,0.180342,0
3.0,123.0,29.7031,0.0579,436.0583,0.0385,3.4962,204.0,253.0,239.3438,-3.257097,1524.547028,49.0,0.204726,0
